,PNL,average_trading_price,buying_signal_date,counting days after buy signal,crossed_higher_target,crossed_lower_target,delivery_MA,delivery_ma_window,highest_traded_closing_price_after_buy,quantity
SBIN,"[('2020-04-30', 'BOUGHT for', 190.5, 190.5, 'signal date: ', '2020-04-29', 'quantity: ', 21.0, 'HTP: ', 0, 'risk amount: ', 200.0, 'current total fund: ', 20000.0), ('2020-05-04', 'SOLD for', 178.85, 190.5, 'signal date: ', '2020-05-04', 'PNL: ', -6.115485564304464, 'REASON: Selling by Stop-loss hit', 'HTP: ', 190.5), ('2020-06-01', 'BOUGHT for', 170.05, 170.05, 'signal date: ', '2020-05-26', 'quantity: ', 23.0, 'HTP: ', 0, 'risk amount: ', 195.107, 'current total fund: ', 19510.7), ('2020-06-12', 'SOLD for', 179.15, 170.05, 'signal date: ', '2020-06-11', 'PNL: ', 5.351367244927959, 'REASON: Selling by Stochastic indication', 'HTP: ', 179.15), ('2020-07-31', 'BOUGHT for', 191.45, 191.45, 'signal date: ', '2020-07-30', 'quantity: ', 21.0, 'HTP: ', 0, 'risk amount: ', 199.29300000000003, 'current total fund: ', 19929.300000000003), ('2020-09-02', 'SOLD for', 216.25, 191.45, 'signal date: ', '2020-08-27', 'PNL: ', 12.953773831287547, 'REASON: Selling by Stochastic indication', 'HTP: ', 216.25), ('2021-04-01', 'BOUGHT for', 370.65, 370.65, 'signal date: ', '2021-03-30', 'quantity: ', 11.0, 'HTP: ', 0, 'risk amount: ', 209.709, 'current total fund: ', 20970.9), ('2021-04-06', 'SOLD for', 350.55, 370.65, 'signal date: ', '2021-03-30', 'PNL: ', -5.422905706191816, 'REASON: Selling by Stop-loss hit', 'HTP: ', 370.65), ('2021-04-27', 'BOUGHT for', 353.05, 353.05, 'signal date: ', '2021-04-26', 'quantity: ', 12.0, 'HTP: ', 0, 'risk amount: ', 209.709, 'current total fund: ', 20970.9), ('2021-06-11', 'SOLD for', 429.6, 353.05, 'signal date: ', '2021-06-08', 'PNL: ', 21.682481234952558, 'REASON: Selling by Stochastic indication', 'HTP: ', 429.6), ('2021-06-23', 'BOUGHT for', 418.85, 418.85, 'signal date: ', '2021-06-22', 'quantity: ', 11.0, 'HTP: ', 0, 'risk amount: ', 223.65900000000005, 'current total fund: ', 22365.900000000005), ('2021-09-20', 'SOLD for', 437.45, 418.85, 'signal date: ', '2021-09-14', 'PNL: ', 4.44073057180374, 'REASON: Selling by Stochastic indication', 'HTP: ', 437.45), ('2021-09-27', 'BOUGHT for', 446.6, 446.6, 'signal date: ', '2021-09-23', 'quantity: ', 10.0, 'HTP: ', 0, 'risk amount: ', 225.91400000000004, 'current total fund: ', 22591.400000000005), ('2021-11-01', 'SOLD for', 515.7, 446.6, 'signal date: ', '2021-10-28', 'PNL: ', 15.472458575906854, 'REASON: Selling by Stochastic indication', 'HTP: ', 515.7), ('2022-03-11', 'BOUGHT for', 470.35, 470.35, 'signal date: ', '2022-03-09', 'quantity: ', 10.0, 'HTP: ', 0, 'risk amount: ', 241.57100000000005, 'current total fund: ', 24157.100000000006), ('2022-04-20', 'SOLD for', 509.3, 470.35, 'signal date: ', '2022-04-19', 'PNL: ', 8.28106729031572, 'REASON: Selling by Stochastic indication', 'HTP: ', 509.3), ('2022-04-28', 'BOUGHT for', 507.5, 507.5, 'signal date: ', '2022-04-26', 'quantity: ', 10.0, 'HTP: ', 0, 'risk amount: ', 249.40100000000007, 'current total fund: ', 24940.100000000006), ('2022-05-04', 'SOLD for', 479.65, 507.5, 'signal date: ', '2022-05-02', 'PNL: ', -5.487684729064044, 'REASON: Selling by Stop-loss hit', 'HTP: ', 507.5)]",0,2022-08-10,3,False,False,0.44683,"[0.4102, 0.3764, 0.5165, 0.39, 0.4079, 0.4107, 0.574, 0.4705, 0.4673]",0,0
